fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,id
6.6,0.16,0.35,1.8,0.042,26,105,0.98962,3.19,0.75,12.4,High,2080
7.9,0.16,0.3,4.8,0.037,37,171,0.9967,3.47,0.44,9,Low,2081
7.7,0.24,0.3,1.4,0.041,15,102,0.9929,3.26,0.53,10.4,Low,2082
7.6,0.31,0.49,13.4,0.062,50,191,0.9989,3.22,0.53,9,Low,2083
6.8,0.28,0.34,7.5,0.035,34,177,0.99692,3.33,0.43,9.1,Low,2084
6.9,0.41,0.22,4.2,0.031,10,102,0.993,3,0.86,11.6,Low,2085
6.2,0.22,0.27,1.5,0.064,20,132,0.9938,3.22,0.46,9.2,Low,2086
5.8,0.3,0.12,1.6,0.036,57,163,0.99239,3.38,0.59,10.5,Low,2087
5.5,0.15,0.32,14,0.031,16,99,0.99437,3.26,0.38,11.5,High,2088
6.9,0.25,0.47,8.4,0.042,36,156,0.99604,3.15,0.55,9.4,Low,2089
5.6,0.18,0.31,1.5,0.038,16,84,0.9924,3.34,0.58,10.1,Low,2090
6.6,0.085,0.33,1.4,0.036,17,109,0.99306,3.27,0.61,9.5,Low,2091
6.3,0.22,0.43,4.55,0.038,31,130,0.9918,3.35,0.33,11.5,High,2092
6.8,0.24,0.34,4.6,0.032,37,135,0.9927,3.2,0.39,10.6,Low,2093
6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,High,2094
7,0.11,0.32,4.6,0.057,59,144,0.9956,3.55,0.44,9.4,High,2095
7.2,0.31,0.35,7.2,0.046,45,178,0.9955,3.14,0.53,9.7,Low,2096
5.2,0.44,0.04,1.4,0.036,43,119,0.9894,3.36,0.33,12.1,High,2097
6.3,0.22,0.22,5.6,0.039,31,128,0.99296,3.12,0.46,10.4,Low,2098
6.7,0.15,0.32,7.9,0.034,17,81,0.99512,3.29,0.31,10,Low,2099
8.2,0.21,0.32,10.65,0.053,53,145,0.9972,3.17,0.48,10.2,Low,2100
7.4,0.16,0.49,1.2,0.055,18,150,0.9917,3.23,0.47,11.2,Low,2101
6.3,0.18,0.36,1.2,0.034,26,111,0.99074,3.16,0.51,11,Low,2102
8,0.24,0.36,1.5,0.047,17,129,0.9948,3.2,0.54,10,Low,2103
7,0.32,0.31,6.4,0.031,38,115,0.99235,3.38,0.58,12.2,High,2104
6.9,0.22,0.37,15,0.053,59,178,0.9992,3.37,0.82,9.5,High,2105
6.4,0.23,0.33,1.15,0.044,15.5,217.5,0.992,3.33,0.44,11,Low,2106
6,0.33,0.2,1.8,0.031,49,159,0.9919,3.41,0.53,11,Low,2107
6.4,0.44,0.44,14.4,0.048,29,228,0.99955,3.26,0.54,8.8,High,2108
6.6,0.19,0.28,11.8,0.042,54,137,0.99492,3.18,0.37,10.8,Low,2109
5.8,0.61,0.01,8.4,0.041,31,104,0.9909,3.26,0.72,14.05,High,2110
7.6,0.27,0.34,5,0.04,18,56,0.99084,3.06,0.48,12.4,Low,2111
8.2,0.32,0.26,2.1,0.062,26,87,0.98974,3.1,0.47,12.8,Low,2112
6.1,0.22,0.5,6.6,0.045,30,122,0.99415,3.22,0.49,9.9,Low,2113
5.8,0.32,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13,High,2114
7.1,0.44,0.27,8.4,0.057,60,160,0.99257,3.16,0.36,11.8,Low,2115
5.7,0.16,0.26,6.3,0.043,28,113,0.9936,3.06,0.58,9.9,Low,2116
7,0.3,0.28,2.2,0.042,21,177,0.99166,3.2,0.57,11.4,Low,2117
6.6,0.27,0.3,1.9,0.025,14,153,0.9928,3.29,0.62,10.5,Low,2118
7.4,0.25,0.37,13.5,0.06,52,192,0.9975,3,0.44,9.1,Low,2119
7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,High,2120
6.3,0.37,0.51,6.3,0.048,35,146,0.9943,3.1,1.01,10.5,Low,2121
6.4,0.22,0.38,9.1,0.044,35,127,0.99326,2.97,0.3,11,High,2122
8.3,0.14,0.34,1.1,0.042,7,47,0.9934,3.47,0.4,10.2,Low,2123
7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8,High,2124
9.4,0.16,0.23,1.6,0.042,14,67,0.9942,3.07,0.32,9.5,Low,2125
7.2,0.4,0.24,8.5,0.055,45,151,0.99626,3.2,0.52,9.2,Low,2126
6.3,0.29,0.4,6.5,0.039,43,167,0.9953,3.15,0.44,9.3,Low,2127
6.5,0.18,0.33,1.4,0.029,35,138,0.99114,3.36,0.6,11.5,High,2128
8.2,0.25,0.46,3.75,0.05,14,102,0.99524,3.28,0.58,9.7,Low,2129
6.6,0.2,0.32,1.1,0.039,25,78,0.9926,3.39,0.54,10.2,High,2130
5.7,0.32,0.18,1.4,0.029,26,104,0.9906,3.44,0.37,11,Low,2131
5.8,0.28,0.18,1.2,0.058,7,108,0.99288,3.23,0.58,9.55,Low,2132
7,0.22,0.29,8.9,0.05,24,90,0.99556,3.29,0.46,9.8,Low,2133
6.7,0.2,0.24,6.5,0.044,28,100,0.99348,3.12,0.33,10.2,Low,2134
6.2,0.36,0.14,8.9,0.036,38,155,0.99622,3.27,0.5,9.4,Low,2135
7.7,0.31,0.26,7.8,0.031,23,90,0.9944,3.13,0.5,10.4,Low,2136
8.3,0.33,0.42,1.15,0.033,18,96,0.9911,3.2,0.32,12.4,Low,2137
6.4,0.55,0.26,9.6,0.027,20,104,0.9924,3.22,0.73,13.1,Low,2138
6.2,0.31,0.21,6.3,0.041,50,218,0.9941,3.15,0.6,10,Low,2139
6.9,0.19,0.31,19.25,0.043,38,167,0.99954,2.93,0.52,9.1,High,2140
6.4,0.29,0.28,11.1,0.063,66,169,0.9973,2.89,0.57,9,Low,2141
6.6,0.22,0.28,4.9,0.042,51,180,0.9952,3.3,0.75,9.5,Low,2142
6,0.19,0.37,9.7,0.032,17,50,0.9932,3.08,0.66,12,Low,2143
6.1,0.35,0.07,1.4,0.069,22,108,0.9934,3.23,0.52,9.2,Low,2144
7,0.22,0.3,1.4,0.04,14,63,0.98985,3.2,0.33,12,Low,2145
8.1,0.27,0.41,1.45,0.033,11,63,0.9908,2.99,0.56,12,Low,2146
7.6,0.34,0.39,7.6,0.04,45,215,0.9965,3.11,0.53,9.2,Low,2147
7.5,0.2,0.41,1.2,0.05,26,131,0.99133,3.19,0.52,11.1,Low,2148
6.5,0.17,0.31,1.5,0.041,34,121,0.99092,3.06,0.46,10.5,Low,2149
7.8,0.25,0.41,3.7,0.042,37,149,0.9954,3.36,0.45,10,Low,2150
8.6,0.16,0.38,3.4,0.04,41,143,0.9932,2.95,0.39,10.2,Low,2151
6.1,0.27,0.31,1.5,0.035,17,83,0.99076,3.32,0.44,11.1,High,2152
5.9,0.42,0.36,2.4,0.034,19,77,0.99184,3.25,0.48,10.9,Low,2153
7.6,0.27,0.3,9.2,0.018,23,96,0.9938,3.08,0.29,11,Low,2154
8.5,0.21,0.41,4.3,0.036,24,99,0.9947,3.18,0.53,9.7,Low,2155
6.1,0.34,0.21,5,0.042,17,133,0.99373,3.02,0.53,9.4,Low,2156
7.7,0.34,0.3,8,0.048,25,192,0.9951,2.97,0.47,10.9,Low,2157
5.8,0.23,0.27,1.8,0.043,24,69,0.9933,3.38,0.31,9.4,Low,2158
8.8,0.34,0.33,9.7,0.036,46,172,0.9966,3.08,0.4,10.2,Low,2159
7.8,0.21,0.39,1.8,0.034,62,180,0.991,3.09,0.75,12.6,High,2160
7.2,0.32,0.36,2,0.033,37,114,0.9906,3.1,0.71,12.3,High,2161
8.3,0.19,0.49,1.2,0.051,11,137,0.9918,3.06,0.46,11,Low,2162
6.5,0.18,0.34,1.6,0.04,43,148,0.9912,3.32,0.59,11.5,High,2163
6.8,0.12,0.3,12.9,0.049,32,88,0.99654,3.2,0.35,9.9,Low,2164
6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,Low,2165
7,0.27,0.36,20.7,0.045,45,170,1.001,3,0.45,8.8,Low,2166
5.6,0.15,0.26,5.55,0.051,51,139,0.99336,3.47,0.5,11,Low,2167
7.1,0.21,0.35,2.5,0.04,41,186,0.99128,3.32,0.56,12.5,Low,2168
8,0.29,0.49,11.7,0.035,40,131,0.9958,3.14,0.34,10.8,Low,2169
7.2,0.27,0.74,12.5,0.037,47,156,0.9981,3.04,0.44,8.7,Low,2170
7.4,0.32,0.55,16.6,0.056,53,238,1.0017,2.96,0.58,8.7,Low,2171
5.9,0.36,0.41,1.3,0.047,45,104,0.9917,3.33,0.51,10.6,Low,2172
6.6,0.32,0.47,15.6,0.063,27,173,0.99872,3.18,0.56,9,Low,2173
7.6,0.2,0.26,4.8,0.033,26,76,0.99076,2.98,0.49,12.3,High,2174
6.4,0.25,0.3,5.5,0.038,15,129,0.9948,3.14,0.49,9.6,Low,2175
6.4,0.125,0.29,5.85,0.042,24,99,0.992,3.23,0.32,12,High,2176
8.1,0.46,0.31,1.7,0.052,50,183,0.9923,3.03,0.42,11.2,Low,2177
6.6,0.26,0.22,18.15,0.05,23,139,0.99904,3.06,0.5,9.2,Low,2178
8.1,0.27,0.33,1.3,0.045,26,100,0.99066,2.98,0.44,12.4,Low,2179
7.4,0.32,0.27,1.4,0.049,38,173,0.99335,3.03,0.52,9.3,Low,2180
7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,Low,2181
7.8,0.25,0.34,13.7,0.044,66,184,0.99976,3.22,0.75,8.9,Low,2182
7.1,0.12,0.3,3.1,0.018,15,37,0.99004,3.02,0.52,11.9,High,2183
8.6,0.23,0.4,4.2,0.035,17,109,0.9947,3.14,0.53,9.7,Low,2184
7.5,0.15,0.38,1.8,0.054,19,101,0.9946,3.24,0.44,10,Low,2185
6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,High,2186
7.1,0.28,0.49,6.5,0.041,28,111,0.9926,3.41,0.58,12.2,High,2187
7.7,0.28,0.63,11.1,0.039,58,179,0.9979,3.08,0.44,8.8,Low,2188
6.8,0.17,0.17,5.1,0.049,26,82,0.993,3,0.38,9.8,Low,2189
7.6,0.27,0.29,2.5,0.059,37,115,0.99328,3.09,0.37,9.8,Low,2190
8.4,0.17,0.31,5.4,0.052,47,150,0.9953,3.24,0.38,9.8,Low,2191
7.2,0.4,0.62,10.8,0.041,70,189,0.9976,3.08,0.49,8.6,Low,2192
6,0.37,0.32,1,0.053,31,218.5,0.9924,3.29,0.72,9.8,Low,2193
5.7,0.25,0.27,11.5,0.04,24,120,0.99411,3.33,0.31,10.8,Low,2194
8.4,0.58,0.27,12.15,0.033,37,116,0.9959,2.99,0.39,10.8,Low,2195
5.5,0.34,0.26,2.2,0.021,31,119,0.98919,3.55,0.49,13,High,2196
6.6,0.21,0.6,1.1,0.135,61,144,0.9927,3.12,0.39,9.3,High,2197
7.6,0.17,0.45,11.2,0.054,56,137,0.997,3.15,0.47,10,Low,2198
6.5,0.46,0.31,5,0.027,15,72,0.99165,3.26,0.6,11.5,High,2199
4.7,0.455,0.18,1.9,0.036,33,106,0.98746,3.21,0.83,14,High,2200
6.4,0.33,0.24,9.8,0.041,29,109,0.9956,3.29,0.47,10.1,Low,2201
7.9,0.25,0.29,5.3,0.031,33,117,0.9918,3.06,0.32,11.8,High,2202
7.2,0.18,0.31,1.1,0.045,20,73,0.9925,3.32,0.4,10.8,High,2203
7.2,0.23,0.25,18.8,0.085,19,111,1.00044,3.1,0.51,8.7,Low,2204
6.7,0.21,0.36,8.55,0.02,20,86,0.99146,3.19,0.22,13.4,High,2205
7.5,0.23,0.29,2.6,0.031,24,98,0.99194,3,0.54,10.9,Low,2206
6.8,0.22,0.3,10.6,0.07,67,194,0.99654,2.89,0.42,9,Low,2207
6.8,0.32,0.3,1,0.049,22,113,0.99289,3.24,0.61,10.2,Low,2208
6.8,0.18,0.28,8.5,0.047,52,242,0.9952,3.22,0.53,10.5,Low,2209
6.2,0.35,0.25,18.4,0.051,28,182,0.99946,3.13,0.62,9.3,Low,2210
5.8,0.31,0.31,7.5,0.052,55,230,0.9949,3.19,0.46,9.8,Low,2211
6.8,0.32,0.37,3.4,0.023,19,87,0.9902,3.14,0.53,12.7,Low,2212
6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,High,2213
8.1,0.27,0.35,1.7,0.03,38,103,0.99255,3.22,0.63,10.4,High,2214
6.6,0.27,0.32,1.3,0.044,18,93,0.99044,3.11,0.56,12.25,Low,2215
7.9,0.37,0.31,2.85,0.037,5,24,0.9911,3.19,0.36,11.9,Low,2216
7,0.55,0.05,8,0.036,19,164,0.99269,3.26,0.46,12.2,Low,2217
7.3,0.32,0.34,6.6,0.032,24,112,0.99505,3.22,0.46,9.8,Low,2218
6.8,0.24,0.31,18.3,0.046,40,142,1,3.3,0.41,8.7,Low,2219
7.3,0.19,0.24,6.3,0.054,34,231,0.9964,3.36,0.54,10,Low,2220
7.3,0.33,0.4,6.85,0.038,32,138,0.992,3.03,0.3,11.9,High,2221
8.3,0.3,0.36,10,0.042,33,169,0.9982,3.23,0.51,9.3,Low,2222
7.8,0.32,0.33,2.4,0.037,18,101,0.9912,3.21,0.65,11.7,High,2223
5.8,0.33,0.23,5,0.053,29,106,0.99458,3.13,0.52,9,Low,2224
6.7,0.27,0.25,8,0.053,54,202,0.9961,3.22,0.43,9.3,Low,2225
6.8,0.25,0.38,8.1,0.046,24,155,0.9956,3.33,0.59,10.2,Low,2226
7.6,0.31,0.52,13.2,0.042,61,148,0.99839,2.98,0.47,9.1,Low,2227
5.9,0.18,0.29,4.6,0.032,68,137,0.99159,3.21,0.38,11.3,Low,2228
6.6,0.15,0.34,1,0.037,45,79,0.98949,2.96,0.5,11.7,Low,2229
6.2,0.25,0.25,1.4,0.03,35,105,0.9912,3.3,0.44,11.1,High,2230
5.6,0.2,0.66,10.2,0.043,78,175,0.9945,2.98,0.43,10.4,High,2231
6.5,0.23,0.39,1.9,0.036,41,98,0.99,3.19,0.43,11.9,High,2232
6.6,0.2,0.38,7.9,0.052,30,145,0.9947,3.32,0.56,11,High,2233
7.4,0.26,0.37,9.4,0.047,42,147,0.9982,3.46,0.72,10,Low,2234
7.1,0.09,0.3,6.2,0.032,24,134,0.993,2.99,0.39,10.9,Low,2235
7.2,0.37,0.4,11.6,0.032,34,214,0.9963,3.1,0.51,9.8,Low,2236
6.4,0.17,0.32,2.4,0.048,41,200,0.9938,3.5,0.5,9.7,Low,2237
6.8,0.14,0.18,1.4,0.047,30,90,0.99164,3.27,0.54,11.2,Low,2238
6.8,0.3,0.23,4.6,0.061,50.5,238.5,0.9958,3.32,0.6,9.5,Low,2239
7.8,0.26,0.49,3.2,0.027,28,87,0.9919,3.03,0.32,11.3,High,2240
6.5,0.31,0.61,13,0.053,31,123,0.99708,3.09,0.5,9.3,Low,2241
6.4,0.3,0.51,5.5,0.048,62,172,0.9942,3.08,0.45,9.1,Low,2242
8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9,Low,2243
7.6,0.28,0.17,1.6,0.046,28,117,0.99288,3.08,0.43,10,Low,2244
7.7,0.39,0.3,5.2,0.037,29,131,0.9943,3.38,0.44,11,Low,2245
6.3,0.34,0.29,6.2,0.046,29,227,0.9952,3.29,0.53,10.1,Low,2246
5.1,0.305,0.13,1.75,0.036,17,73,0.99,3.4,0.51,12.3333333333333,Low,2247
8,0.24,0.26,1.7,0.033,36,136,0.99316,3.44,0.51,10.4,High,2248
6,0.27,0.3,14.7,0.044,15,144,0.99666,3.12,0.53,10.3,Low,2249
6.6,0.3,0.24,1.2,0.034,17,121,0.9933,3.13,0.36,9.2,Low,2250
6.4,0.32,0.27,4.9,0.034,18,122,0.9916,3.36,0.71,12.5,Low,2251
6.6,0.2,0.14,4.4,0.184,35,168,0.99396,2.93,0.45,9.4,Low,2252
5.6,0.26,0.27,10.6,0.03,27,119,0.9947,3.4,0.34,10.7,High,2253
6.9,0.25,0.24,3.6,0.057,13,85,0.9942,2.99,0.48,9.5,Low,2254
6.6,0.16,0.36,1.1,0.031,27,93,0.98884,3.23,0.34,13.2,High,2255
5.5,0.17,0.23,2.9,0.039,10,108,0.99243,3.28,0.5,10,Low,2256
7.5,0.35,0.37,2.5,0.066,29,89,0.98964,3.14,0.42,12.7,Low,2257
6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9,Low,2258
6.2,0.25,0.39,1.3,0.051,42,135,0.9906,3.23,0.4,11.1,Low,2259
7.8,0.21,0.27,1.2,0.051,20,89,0.9936,3.06,0.46,9.1,Low,2260
6.2,0.16,0.47,1.4,0.029,23,81,0.99,3.26,0.42,12.2,Low,2261
7.6,0.2,0.26,4.5,0.086,37,133,0.9963,3.15,0.42,9.2,Low,2262
6,0.25,0.28,7.7,0.053,37,132,0.99489,3.06,0.5,9.4,Low,2263
6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,High,2264
7.1,0.18,0.26,1.3,0.041,20,71,0.9926,3.04,0.74,9.9,Low,2265
7,0.26,0.59,1.4,0.037,40,120,0.9918,3.34,0.41,11.1,High,2266
7.7,0.28,0.33,6.7,0.037,32,155,0.9951,3.39,0.62,10.7,High,2267
7,0.32,0.24,6.2,0.048,31,228,0.9957,3.23,0.62,9.4,Low,2268
7.2,0.24,0.29,2.2,0.037,37,102,0.992,3.27,0.64,11,High,2269
6.9,0.32,0.17,7.6,0.042,69,219,0.9959,3.13,0.4,8.9,Low,2270
6.1,0.31,0.34,2.8,0.042,59.5,162,0.99179,3.27,0.47,10.8,Low,2271
5.5,0.17,0.23,2.9,0.039,10,108,0.99243,3.28,0.5,10,Low,2272
8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6,High,2273
8.2,0.22,0.49,9.6,0.037,53,154,0.9951,3.02,0.33,10.6,Low,2274
6.7,0.27,0.33,3.6,0.034,9,45,0.99144,3.08,0.4,10.5,Low,2275
8.2,0.2,0.49,3.5,0.057,14,108,0.9928,3.19,0.35,11.5,Low,2276
5.9,0.655,0,5.6,0.033,8,31,0.9936,3.32,0.51,10.5,Low,2277
9.1,0.27,0.45,10.6,0.035,28,124,0.997,3.2,0.46,10.4,High,2278
8.3,0.26,0.31,2,0.029,14,141,0.99077,2.95,0.77,12.2,Low,2279
6.9,0.43,0.28,9.4,0.056,29,183,0.99594,3.17,0.43,9.4,Low,2280
6.8,0.27,0.42,7.3,0.054,58,200,0.99556,3.12,0.49,9.4,Low,2281
7,0.26,0.34,10.9,0.038,25,84,0.99432,3.11,0.34,10.9,Low,2282
6.5,0.26,0.34,16.3,0.051,56,197,1.0004,3.49,0.42,9.8,Low,2283
7.4,0.155,0.34,2.3,0.045,73.5,214,0.9934,3.18,0.61,9.9,High,2284
6.2,0.23,0.38,1.6,0.044,12,113,0.99176,3.3,0.73,11.4,Low,2285
7.5,0.32,0.26,1.8,0.042,13,133,0.9938,3.07,0.38,9.5,Low,2286
6.6,0.26,0.46,6.9,0.047,59,183,0.99594,3.2,0.45,9.3,Low,2287
7.3,0.3,0.74,13.5,0.039,46,165,0.9982,3.02,0.4,8.7,Low,2288
6.3,0.3,0.34,1.6,0.049,14,132,0.994,3.3,0.49,9.5,Low,2289
6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,Low,2290
8,0.32,0.26,1.2,0.05,11.5,88,0.9946,3.24,0.37,9.5,Low,2291
6.8,0.26,0.24,7.8,0.052,54,214,0.9961,3.13,0.47,8.9,Low,2292
7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,Low,2293
7.9,0.25,0.34,11.4,0.04,53,202,0.99708,3.11,0.57,9.6,Low,2294
9.1,0.28,0.49,2,0.059,10,112,0.9958,3.15,0.46,10.1,Low,2295
6.4,0.33,0.3,7.2,0.041,42,168,0.99331,3.22,0.49,11.1,Low,2296
6.4,0.37,0.12,5.9,0.056,6,91,0.99536,3.06,0.46,8.4,Low,2297
6.3,0.305,0.22,16,0.061,26,141,0.99824,3.08,0.5,9.1,Low,2298
8.6,0.33,0.34,11.8,0.059,42,240,0.99882,3.17,0.52,10,Low,2299
7.6,0.29,0.58,17.5,0.041,51,225,0.9997,3.16,0.66,9.5,Low,2300
6.9,0.28,0.28,12.2,0.042,52,139,0.99522,3.03,0.56,10.4,Low,2301
7,0.31,0.31,9.1,0.036,45,140,0.99216,2.98,0.31,12,High,2302
9.7,0.24,0.49,4.9,0.032,3,18,0.99368,2.85,0.54,10,Low,2303
6.2,0.25,0.42,8,0.049,53,206,0.99586,3.16,0.47,9.1,Low,2304
8,0.33,0.35,10,0.035,22,108,0.99457,3.12,0.36,11.6,Low,2305
7,0.24,0.35,1,0.032,42,104,0.98988,3.16,0.37,11.7,High,2306
6.6,0.33,0.31,1.3,0.02,29,89,0.99035,3.26,0.44,12.4,High,2307
7.3,0.32,0.48,13.3,0.06,57,196,0.9982,3.04,0.5,9.2,Low,2308
7.2,0.34,0.23,8.9,0.105,22,155,0.99692,3.01,0.58,9.5,Low,2309
6.7,0.27,0.33,3.6,0.034,9,45,0.99144,3.08,0.4,10.5,Low,2310
6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,Low,2311
6.9,0.16,0.35,1.3,0.043,21,182,0.9927,3.25,0.62,10.8,Low,2312
5.6,0.245,0.25,9.7,0.032,12,68,0.994,3.31,0.34,10.5,Low,2313
7.6,0.24,0.44,3.8,0.037,49,146,0.9911,3.06,0.37,11.6,Low,2314
6.3,0.17,0.32,4.2,0.04,37,117,0.99182,3.24,0.43,11.3,Low,2315
6.3,0.23,0.22,3.75,0.039,37,116,0.9927,3.23,0.5,10.7,Low,2316
8.7,0.24,0.35,0.6,0.042,11,71,0.9926,3.08,0.38,10.6,Low,2317
5.8,0.26,0.18,1.2,0.031,40,114,0.9908,3.42,0.4,11,High,2318
5.7,0.21,0.32,1.6,0.03,33,122,0.99044,3.33,0.52,11.9,Low,2319
7.1,0.2,0.27,9.6,0.037,19,105,0.99444,3.04,0.37,10.5,High,2320
6.4,0.16,0.25,1.3,0.047,20,77,0.9933,3.61,0.54,10.2,Low,2321
6.6,0.16,0.4,1.5,0.044,48,143,0.9912,3.54,0.52,12.4,High,2322
7.2,0.27,0.27,2.4,0.048,30,149,0.9936,3.1,0.51,9.2,Low,2323
6.6,0.22,0.53,15.1,0.052,22,136,0.9986,2.94,0.35,9.4,Low,2324
7.9,0.28,0.32,3.6,0.038,9,76,0.992,3.05,0.31,11.7,Low,2325
6.7,0.16,0.34,1.6,0.026,27,109,0.9934,3.34,0.58,10.1,Low,2326
7.3,0.31,0.69,10.2,0.041,58,160,0.9977,3.06,0.45,8.6,Low,2327
6.2,0.23,0.23,1.2,0.018,18,128,0.99178,3.05,0.28,10.6,Low,2328
9.6,0.23,0.4,1.5,0.044,19,135,0.9937,2.96,0.49,10.9,Low,2329
7.2,0.24,0.29,2.2,0.037,37,102,0.992,3.27,0.64,11,High,2330
6.6,0.21,0.5,8.7,0.036,41,191,0.99294,2.96,0.56,11,Low,2331
9.8,0.16,0.46,1.8,0.046,23,130,0.99587,3.04,0.67,9.6,Low,2332
7.5,0.38,0.5,12.8,0.042,57,184,0.9984,3.09,0.46,9,Low,2333
6.4,0.24,0.32,0.95,0.041,23,131,0.99033,3.25,0.35,11.8,Low,2334
6.8,0.36,0.24,4.6,0.039,24,124,0.9909,3.27,0.34,12.6,High,2335
8.4,0.27,0.46,8.7,0.048,39,197,0.9974,3.14,0.59,9.6,Low,2336
6.7,0.14,0.46,1.6,0.036,15,92,0.99264,3.37,0.49,10.9,Low,2337
6.2,0.2,0.33,5.4,0.028,21,75,0.99012,3.36,0.41,13.5,High,2338
5.8,0.36,0.32,1.7,0.033,22,96,0.9898,3.03,0.38,11.2,Low,2339
6.6,0.37,0.07,1.4,0.048,58,144,0.9922,3.17,0.38,10,Low,2340
7.2,0.2,0.36,2.5,0.028,22,157,0.9938,3.48,0.49,10.6,Low,2341
6.9,0.29,0.4,19.45,0.043,36,156,0.9996,2.93,0.47,8.9,Low,2342
6,0.29,0.41,10.8,0.048,55,149,0.9937,3.09,0.59,10.9666666666667,High,2343
7.4,0.23,0.43,1.4,0.044,22,113,0.9938,3.22,0.62,10.6,Low,2344
7.4,0.2,0.28,9.1,0.047,29,95,0.99532,3.16,0.47,9.8,High,2345
6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,Low,2346
8.1,0.26,0.27,4.3,0.03,43,123,0.99212,3.16,0.33,11.2,Low,2347
7.5,0.41,0.23,14.8,0.054,28,174,0.99898,3.18,0.49,9.7,Low,2348
5.5,0.14,0.27,4.6,0.029,22,104,0.9949,3.34,0.44,9,Low,2349
7,0.36,0.14,11.6,0.043,35,228,0.9977,3.13,0.51,8.9,Low,2350
7.3,0.3,0.34,2.7,0.044,34,108,0.99105,3.36,0.53,12.8,High,2351
6.5,0.115,0.29,1.95,0.038,73,166,0.989,3.12,0.25,12.9,High,2352
5.9,0.17,0.3,1.4,0.042,25,119,0.9931,3.68,0.72,10.5,Low,2353
6.3,0.27,0.51,7.6,0.049,35,200,0.99548,3.16,0.54,9.4,Low,2354
7.6,0.21,0.49,2.5,0.047,20,130,0.99178,3.15,0.48,11.1,Low,2355
6.8,0.27,0.12,1.3,0.04,87,168,0.992,3.18,0.41,10,Low,2356
6.6,0.5,0.26,11.3,0.029,32,110,0.99302,3.27,0.78,12.9,High,2357
7,0.21,0.42,5.3,0.037,36,123,0.99321,3.14,0.52,10.9,Low,2358
6,0.35,0.46,0.9,0.033,9,65,0.98934,3.24,0.35,12.1,Low,2359
6.8,0.21,0.55,14.6,0.053,34,159,0.99805,2.93,0.44,9.2,Low,2360
6.9,0.14,0.29,9.9,0.056,30,91,0.99512,3.19,0.33,9.9,Low,2361
6.8,0.31,0.32,7.6,0.052,35,143,0.9959,3.14,0.38,9,Low,2362
6.2,0.55,0.45,12,0.049,27,186,0.9974,3.17,0.5,9.3,Low,2363
7.6,0.39,0.22,2.8,0.036,19,113,0.9926,3.03,0.29,10.2,Low,2364
6.4,0.25,0.57,1,0.062,21,122,0.99238,3,0.4,9.5,Low,2365
6,0.29,0.41,10.8,0.048,55,149,0.9937,3.09,0.59,10.9666666666667,High,2366
7.3,0.24,0.3,2.5,0.042,31,104,0.9911,3.05,0.56,11.3,High,2367
5.6,0.26,0,10.2,0.038,13,111,0.99315,3.44,0.46,12.4,Low,2368
7.3,0.28,0.36,12.7,0.04,38,140,0.998,3.3,0.79,9.6,Low,2369
6.6,0.41,0.31,1.6,0.042,18,101,0.99195,3.13,0.41,10.5,Low,2370
6.1,0.35,0.24,2.3,0.034,25,133,0.9906,3.34,0.59,12,High,2371
8.2,0.27,0.39,7.8,0.039,49,208,0.9976,3.31,0.51,9.5,Low,2372
7.4,0.33,0.44,7.6,0.05,40,227,0.99679,3.12,0.52,9,Low,2373
6.7,0.5,0.38,7.5,0.046,26,175,0.99662,3.32,0.54,9.6,Low,2374
6.5,0.29,0.26,7,0.04,18,113,0.99366,3.17,0.38,10.2,Low,2375
6.3,0.28,0.3,6.6,0.208,60,154,0.99478,3.1,0.4,9.4,Low,2376
7.8,0.26,0.74,7.5,0.044,59,160,0.996,3.22,0.64,10,Low,2377
6.8,0.25,0.37,3.1,0.026,29,93,0.99035,3.14,0.45,12.2,Low,2378
7.6,0.32,0.58,16.75,0.05,43,163,0.9999,3.15,0.54,9.2,Low,2379
6.4,0.16,0.42,1,0.036,29,113,0.9908,3.18,0.52,11,Low,2380
6.3,0.27,0.18,7.7,0.048,45,186,0.9962,3.23,0.47,9,Low,2381
